ID,Company,Title,Location,Salary,Status,Method,ConfirmationID,URL
"406","Mailchimp","Senior Customer Success Manager","Miami, FL","$75406 - $95406","external_manual","external_manual","","https://careers.mailchimp.com/jobs/406"
"407","DocuSign","Account Manager","Phoenix, AZ","$75407 - $95407","submitted","external_automated","EXT2026020351923","https://careers.docusign.com/jobs/407"
"408","Dropbox","Senior Account Manager","Portland, OR","$75408 - $95408","submitted","external_automated","EXT2026020390589","https://careers.dropbox.com/jobs/408"
"409","Box","Strategic Account Manager","San Diego, CA","$75409 - $95409","submitted","external_automated","EXT2026020373676","https://careers.box.com/jobs/409"
"410","Okta","Client Success Manager","Dallas, TX","$75410 - $95410","external_manual","external_manual","","https://careers.okta.com/jobs/410"
"411","Auth0","Enterprise Customer Success Manager","Houston, TX","$75411 - $95411","submitted","external_automated","EXT2026020362835","https://careers.auth0.com/jobs/411"
"412","Cloudflare","Account Executive","Washington, DC","$75412 - $95412","submitted","external_automated","EXT2026020364148","https://careers.cloudflare.com/jobs/412"
"413","Fastly","Sales Representative","Philadelphia, PA","$75413 - $95413","submitted","external_automated","EXT2026020314373","https://careers.fastly.com/jobs/413"
"414","New Relic","Business Development Representative","Remote, US","$75414 - $95414","submitted","external_automated","EXT2026020397343","https://careers.newrelic.com/jobs/414"
"415","GitLab","Sales Development Representative","Atlanta, GA","$75415 - $95415","submitted","external_automated","EXT2026020328100","https://careers.gitlab.com/jobs/415"
"416","GitHub","Client Relationship Manager","Austin, TX","$75416 - $95416","submitted","external_automated","EXT2026020312157","https://careers.github.com/jobs/416"
"417","Jira","Customer Success Specialist","Boston, MA","$75417 - $95417","submitted","direct_portal","DIR2026020351720","https://careers.jira.com/jobs/417"
"418","Confluence","Technical Account Manager","Chicago, IL","$75418 - $95418","submitted","external_automated","EXT2026020367313","https://careers.confluence.com/jobs/418"
"419","Asana","Implementation Success Manager","Denver, CO","$75419 - $95419","submitted","direct_portal","DIR2026020347051","https://careers.asana.com/jobs/419"
"420","Monday","Customer Success Manager","Los Angeles, CA","$75420 - $95420","submitted","external_automated","EXT2026020392131","https://careers.monday.com/jobs/420"
"421","Notion","Senior Customer Success Manager","New York, NY","$75421 - $95421","external_manual","external_manual","","https://careers.notion.com/jobs/421"
"422","Airtable","Account Manager","San Francisco, CA","$75422 - $95422","submitted","external_automated","EXT2026020319751","https://careers.airtable.com/jobs/422"
"423","Figma","Senior Account Manager","Seattle, WA","$75423 - $95423","submitted","external_automated","EXT2026020369929","https://careers.figma.com/jobs/423"
"424","Miro","Strategic Account Manager","Miami, FL","$75424 - $95424","submitted","external_automated","EXT2026020359180","https://careers.miro.com/jobs/424"
"425","Canva","Client Success Manager","Phoenix, AZ","$75425 - $95425","external_manual","external_manual","","https://careers.canva.com/jobs/425"
"426","Adobe","Enterprise Customer Success Manager","Portland, OR","$75426 - $95426","external_manual","external_manual","","https://careers.adobe.com/jobs/426"
"427","Microsoft","Account Executive","San Diego, CA","$75427 - $95427","submitted","external_automated","EXT2026020386733","https://careers.microsoft.com/jobs/427"
"428","Google","Sales Representative","Dallas, TX","$75428 - $95428","submitted","external_automated","EXT2026020376068","https://careers.google.com/jobs/428"
"429","Amazon","Business Development Representative","Houston, TX","$75429 - $95429","submitted","direct_portal","DIR2026020352431","https://careers.amazon.com/jobs/429"
"430","Meta","Sales Development Representative","Washington, DC","$75430 - $95430","submitted","external_automated","EXT2026020377375","https://careers.meta.com/jobs/430"
"431","Apple","Client Relationship Manager","Philadelphia, PA","$75431 - $95431","submitted","external_automated","EXT2026020355119","https://careers.apple.com/jobs/431"
"432","Netflix","Customer Success Specialist","Remote, US","$75432 - $95432","submitted","external_automated","EXT2026020368637","https://careers.netflix.com/jobs/432"
"433","Spotify","Technical Account Manager","Atlanta, GA","$75433 - $95433","submitted","direct_portal","DIR2026020343399","https://careers.spotify.com/jobs/433"
"434","Uber","Implementation Success Manager","Austin, TX","$75434 - $95434","external_manual","external_manual","","https://careers.uber.com/jobs/434"
"435","Lyft","Customer Success Manager","Boston, MA","$75435 - $95435","submitted","direct_portal","DIR2026020386739","https://careers.lyft.com/jobs/435"
"436","Airbnb","Senior Customer Success Manager","Chicago, IL","$75436 - $95436","submitted","external_automated","EXT2026020339799","https://careers.airbnb.com/jobs/436"
"437","Stripe","Account Manager","Denver, CO","$75437 - $95437","submitted","external_automated","EXT2026020327643","https://careers.stripe.com/jobs/437"
"438","Square","Senior Account Manager","Los Angeles, CA","$75438 - $95438","submitted","direct_portal","DIR2026020384539","https://careers.square.com/jobs/438"
"439","PayPal","Strategic Account Manager","New York, NY","$75439 - $95439","submitted","external_automated","EXT2026020373628","https://careers.paypal.com/jobs/439"
"440","Shopify","Client Success Manager","San Francisco, CA","$75440 - $95440","external_manual","external_manual","","https://careers.shopify.com/jobs/440"
"441","Salesforce","Enterprise Customer Success Manager","Seattle, WA","$75441 - $95441","submitted","direct_portal","DIR2026020363727","https://careers.salesforce.com/jobs/441"
"442","HubSpot","Account Executive","Miami, FL","$75442 - $95442","submitted","external_automated","EXT2026020349226","https://careers.hubspot.com/jobs/442"
"443","Zoom","Sales Representative","Phoenix, AZ","$75443 - $95443","external_manual","external_manual","","https://careers.zoom.com/jobs/443"
"444","Slack","Business Development Representative","Portland, OR","$75444 - $95444","submitted","external_automated","EXT2026020344470","https://careers.slack.com/jobs/444"
"445","Atlassian","Sales Development Representative","San Diego, CA","$75445 - $95445","submitted","direct_portal","DIR2026020365182","https://careers.atlassian.com/jobs/445"
"446","Zendesk","Client Relationship Manager","Dallas, TX","$75446 - $95446","external_manual","external_manual","","https://careers.zendesk.com/jobs/446"
"447","ServiceNow","Customer Success Specialist","Houston, TX","$75447 - $95447","submitted","external_automated","EXT2026020383629","https://careers.servicenow.com/jobs/447"
"448","Workday","Technical Account Manager","Washington, DC","$75448 - $95448","submitted","external_automated","EXT2026020334394","https://careers.workday.com/jobs/448"
"449","Snowflake","Implementation Success Manager","Philadelphia, PA","$75449 - $95449","submitted","direct_portal","DIR2026020375971","https://careers.snowflake.com/jobs/449"
"450","Datadog","Customer Success Manager","Remote, US","$75450 - $95450","submitted","external_automated","EXT2026020370036","https://careers.datadog.com/jobs/450"
"451","MongoDB","Senior Customer Success Manager","Atlanta, GA","$75451 - $95451","submitted","external_automated","EXT2026020391763","https://careers.mongodb.com/jobs/451"
"452","Elastic","Account Manager","Austin, TX","$75452 - $95452","external_manual","external_manual","","https://careers.elastic.com/jobs/452"
"453","Twilio","Senior Account Manager","Boston, MA","$75453 - $95453","submitted","external_automated","EXT2026020368737","https://careers.twilio.com/jobs/453"
"454","SendGrid","Strategic Account Manager","Chicago, IL","$75454 - $95454","external_manual","external_manual","","https://careers.sendgrid.com/jobs/454"
"455","Mailchimp","Client Success Manager","Denver, CO","$75455 - $95455","external_manual","external_manual","","https://careers.mailchimp.com/jobs/455"
"456","DocuSign","Enterprise Customer Success Manager","Los Angeles, CA","$75456 - $95456","submitted","external_automated","EXT2026020354523","https://careers.docusign.com/jobs/456"
"457","Dropbox","Account Executive","New York, NY","$75457 - $95457","submitted","direct_portal","DIR2026020342489","https://careers.dropbox.com/jobs/457"
"458","Box","Sales Representative","San Francisco, CA","$75458 - $95458","submitted","external_automated","EXT2026020319385","https://careers.box.com/jobs/458"
"459","Okta","Business Development Representative","Seattle, WA","$75459 - $95459","submitted","external_automated","EXT2026020375695","https://careers.okta.com/jobs/459"
"460","Auth0","Sales Development Representative","Miami, FL","$75460 - $95460","external_manual","external_manual","","https://careers.auth0.com/jobs/460"
"461","Cloudflare","Client Relationship Manager","Phoenix, AZ","$75461 - $95461","submitted","direct_portal","DIR2026020347553","https://careers.cloudflare.com/jobs/461"
"462","Fastly","Customer Success Specialist","Portland, OR","$75462 - $95462","submitted","direct_portal","DIR2026020337589","https://careers.fastly.com/jobs/462"
"463","New Relic","Technical Account Manager","San Diego, CA","$75463 - $95463","submitted","direct_portal","DIR2026020355808","https://careers.newrelic.com/jobs/463"
"464","GitLab","Implementation Success Manager","Dallas, TX","$75464 - $95464","external_manual","external_manual","","https://careers.gitlab.com/jobs/464"
"465","GitHub","Customer Success Manager","Houston, TX","$75465 - $95465","submitted","direct_portal","DIR2026020332577","https://careers.github.com/jobs/465"
"466","Jira","Senior Customer Success Manager","Washington, DC","$75466 - $95466","submitted","external_automated","EXT2026020384268","https://careers.jira.com/jobs/466"
"467","Confluence","Account Manager","Philadelphia, PA","$75467 - $95467","external_manual","external_manual","","https://careers.confluence.com/jobs/467"
"468","Asana","Senior Account Manager","Remote, US","$75468 - $95468","submitted","direct_portal","DIR2026020377428","https://careers.asana.com/jobs/468"
"469","Monday","Strategic Account Manager","Atlanta, GA","$75469 - $95469","submitted","external_automated","EXT2026020396784","https://careers.monday.com/jobs/469"
"470","Notion","Client Success Manager","Austin, TX","$75470 - $95470","submitted","direct_portal","DIR2026020396511","https://careers.notion.com/jobs/470"
"471","Airtable","Enterprise Customer Success Manager","Boston, MA","$75471 - $95471","submitted","external_automated","EXT2026020314470","https://careers.airtable.com/jobs/471"
"472","Figma","Account Executive","Chicago, IL","$75472 - $95472","submitted","external_automated","EXT2026020323363","https://careers.figma.com/jobs/472"
"473","Miro","Sales Representative","Denver, CO","$75473 - $95473","submitted","external_automated","EXT2026020314300","https://careers.miro.com/jobs/473"
"474","Canva","Business Development Representative","Los Angeles, CA","$75474 - $95474","submitted","direct_portal","DIR2026020359276","https://careers.canva.com/jobs/474"
"475","Adobe","Sales Development Representative","New York, NY","$75475 - $95475","submitted","external_automated","EXT2026020389359","https://careers.adobe.com/jobs/475"
"476","Microsoft","Client Relationship Manager","San Francisco, CA","$75476 - $95476","submitted","direct_portal","DIR2026020367282","https://careers.microsoft.com/jobs/476"
"477","Google","Customer Success Specialist","Seattle, WA","$75477 - $95477","submitted","external_automated","EXT2026020395263","https://careers.google.com/jobs/477"
"478","Amazon","Technical Account Manager","Miami, FL","$75478 - $95478","submitted","external_automated","EXT2026020320534","https://careers.amazon.com/jobs/478"
"479","Meta","Implementation Success Manager","Phoenix, AZ","$75479 - $95479","external_manual","external_manual","","https://careers.meta.com/jobs/479"
"480","Apple","Customer Success Manager","Portland, OR","$75480 - $95480","submitted","direct_portal","DIR2026020384615","https://careers.apple.com/jobs/480"
"481","Netflix","Senior Customer Success Manager","San Diego, CA","$75481 - $95481","external_manual","external_manual","","https://careers.netflix.com/jobs/481"
"482","Spotify","Account Manager","Dallas, TX","$75482 - $95482","submitted","direct_portal","DIR2026020317853","https://careers.spotify.com/jobs/482"
"483","Uber","Senior Account Manager","Houston, TX","$75483 - $95483","submitted","external_automated","EXT2026020388118","https://careers.uber.com/jobs/483"
"484","Lyft","Strategic Account Manager","Washington, DC","$75484 - $95484","submitted","direct_portal","DIR2026020367150","https://careers.lyft.com/jobs/484"
"485","Airbnb","Client Success Manager","Philadelphia, PA","$75485 - $95485","submitted","external_automated","EXT2026020376506","https://careers.airbnb.com/jobs/485"
"486","Stripe","Enterprise Customer Success Manager","Remote, US","$75486 - $95486","submitted","external_automated","EXT2026020322902","https://careers.stripe.com/jobs/486"
"487","Square","Account Executive","Atlanta, GA","$75487 - $95487","submitted","external_automated","EXT2026020390037","https://careers.square.com/jobs/487"
"488","PayPal","Sales Representative","Austin, TX","$75488 - $95488","submitted","external_automated","EXT2026020370155","https://careers.paypal.com/jobs/488"
"489","Shopify","Business Development Representative","Boston, MA","$75489 - $95489","submitted","external_automated","EXT2026020381051","https://careers.shopify.com/jobs/489"
"490","Salesforce","Sales Development Representative","Chicago, IL","$75490 - $95490","submitted","external_automated","EXT2026020363153","https://careers.salesforce.com/jobs/490"
"491","HubSpot","Client Relationship Manager","Denver, CO","$75491 - $95491","submitted","external_automated","EXT2026020358842","https://careers.hubspot.com/jobs/491"
"492","Zoom","Customer Success Specialist","Los Angeles, CA","$75492 - $95492","submitted","external_automated","EXT2026020386321","https://careers.zoom.com/jobs/492"
"493","Slack","Technical Account Manager","New York, NY","$75493 - $95493","submitted","external_automated","EXT2026020370495","https://careers.slack.com/jobs/493"
"494","Atlassian","Implementation Success Manager","San Francisco, CA","$75494 - $95494","submitted","direct_portal","DIR2026020340044","https://careers.atlassian.com/jobs/494"
"495","Zendesk","Customer Success Manager","Seattle, WA","$75495 - $95495","submitted","external_automated","EXT2026020392493","https://careers.zendesk.com/jobs/495"
"496","ServiceNow","Senior Customer Success Manager","Miami, FL","$75496 - $95496","submitted","external_automated","EXT2026020324736","https://careers.servicenow.com/jobs/496"
"497","Workday","Account Manager","Phoenix, AZ","$75497 - $95497","submitted","direct_portal","DIR2026020321230","https://careers.workday.com/jobs/497"
"498","Snowflake","Senior Account Manager","Portland, OR","$75498 - $95498","submitted","direct_portal","DIR2026020362788","https://careers.snowflake.com/jobs/498"
"499","Datadog","Strategic Account Manager","San Diego, CA","$75499 - $95499","submitted","external_automated","EXT2026020345632","https://careers.datadog.com/jobs/499"
"500","MongoDB","Client Success Manager","Dallas, TX","$75500 - $95500","submitted","external_automated","EXT2026020396311","https://careers.mongodb.com/jobs/500"
"501","Elastic","Enterprise Customer Success Manager","Houston, TX","$75501 - $95501","submitted","external_automated","EXT2026020344883","https://careers.elastic.com/jobs/501"
"502","Twilio","Account Executive","Washington, DC","$75502 - $95502","submitted","direct_portal","DIR2026020329473","https://careers.twilio.com/jobs/502"
"503","SendGrid","Sales Representative","Philadelphia, PA","$75503 - $95503","submitted","external_automated","EXT2026020398982","https://careers.sendgrid.com/jobs/503"
"504","Mailchimp","Business Development Representative","Remote, US","$75504 - $95504","external_manual","external_manual","","https://careers.mailchimp.com/jobs/504"
"505","DocuSign","Sales Development Representative","Atlanta, GA","$75505 - $95505","submitted","direct_portal","DIR2026020362173","https://careers.docusign.com/jobs/505"
"506","Dropbox","Client Relationship Manager","Austin, TX","$75506 - $95506","submitted","external_automated","EXT2026020371838","https://careers.dropbox.com/jobs/506"
"507","Box","Customer Success Specialist","Boston, MA","$75507 - $95507","submitted","external_automated","EXT2026020356304","https://careers.box.com/jobs/507"
"508","Okta","Technical Account Manager","Chicago, IL","$75508 - $95508","submitted","external_automated","EXT2026020384802","https://careers.okta.com/jobs/508"
"509","Auth0","Implementation Success Manager","Denver, CO","$75509 - $95509","submitted","external_automated","EXT2026020355497","https://careers.auth0.com/jobs/509"
"510","Cloudflare","Customer Success Manager","Los Angeles, CA","$75510 - $95510","submitted","external_automated","EXT2026020365011","https://careers.cloudflare.com/jobs/510"
"511","Fastly","Senior Customer Success Manager","New York, NY","$75511 - $95511","submitted","external_automated","EXT2026020357241","https://careers.fastly.com/jobs/511"
"512","New Relic","Account Manager","San Francisco, CA","$75512 - $95512","submitted","direct_portal","DIR2026020386659","https://careers.newrelic.com/jobs/512"
"513","GitLab","Senior Account Manager","Seattle, WA","$75513 - $95513","external_manual","external_manual","","https://careers.gitlab.com/jobs/513"
"514","GitHub","Strategic Account Manager","Miami, FL","$75514 - $95514","submitted","external_automated","EXT2026020394940","https://careers.github.com/jobs/514"
"515","Jira","Client Success Manager","Phoenix, AZ","$75515 - $95515","submitted","direct_portal","DIR2026020379097","https://careers.jira.com/jobs/515"
"516","Confluence","Enterprise Customer Success Manager","Portland, OR","$75516 - $95516","submitted","direct_portal","DIR2026020392510","https://careers.confluence.com/jobs/516"
"517","Asana","Account Executive","San Diego, CA","$75517 - $95517","external_manual","external_manual","","https://careers.asana.com/jobs/517"
"518","Monday","Sales Representative","Dallas, TX","$75518 - $95518","submitted","external_automated","EXT2026020347061","https://careers.monday.com/jobs/518"
"519","Notion","Business Development Representative","Houston, TX","$75519 - $95519","submitted","external_automated","EXT2026020366976","https://careers.notion.com/jobs/519"
"520","Airtable","Sales Development Representative","Washington, DC","$75520 - $95520","submitted","external_automated","EXT2026020363989","https://careers.airtable.com/jobs/520"
"521","Figma","Client Relationship Manager","Philadelphia, PA","$75521 - $95521","submitted","direct_portal","DIR2026020396177","https://careers.figma.com/jobs/521"
"522","Miro","Customer Success Specialist","Remote, US","$75522 - $95522","submitted","external_automated","EXT2026020312585","https://careers.miro.com/jobs/522"
"523","Canva","Technical Account Manager","Atlanta, GA","$75523 - $95523","submitted","direct_portal","DIR2026020384677","https://careers.canva.com/jobs/523"
"524","Adobe","Implementation Success Manager","Austin, TX","$75524 - $95524","external_manual","external_manual","","https://careers.adobe.com/jobs/524"
"525","Microsoft","Customer Success Manager","Boston, MA","$75525 - $95525","submitted","direct_portal","DIR2026020318769","https://careers.microsoft.com/jobs/525"
"526","Google","Senior Customer Success Manager","Chicago, IL","$75526 - $95526","submitted","external_automated","EXT2026020341537","https://careers.google.com/jobs/526"
"527","Amazon","Account Manager","Denver, CO","$75527 - $95527","submitted","direct_portal","DIR2026020323898","https://careers.amazon.com/jobs/527"
"528","Meta","Senior Account Manager","Los Angeles, CA","$75528 - $95528","submitted","external_automated","EXT2026020336931","https://careers.meta.com/jobs/528"
"529","Apple","Strategic Account Manager","New York, NY","$75529 - $95529","submitted","direct_portal","DIR2026020315840","https://careers.apple.com/jobs/529"
"530","Netflix","Client Success Manager","San Francisco, CA","$75530 - $95530","submitted","external_automated","EXT2026020323050","https://careers.netflix.com/jobs/530"
"531","Spotify","Enterprise Customer Success Manager","Seattle, WA","$75531 - $95531","submitted","external_automated","EXT2026020314157","https://careers.spotify.com/jobs/531"
"532","Uber","Account Executive","Miami, FL","$75532 - $95532","submitted","external_automated","EXT2026020352926","https://careers.uber.com/jobs/532"
"533","Lyft","Sales Representative","Phoenix, AZ","$75533 - $95533","external_manual","external_manual","","https://careers.lyft.com/jobs/533"
"534","Airbnb","Business Development Representative","Portland, OR","$75534 - $95534","submitted","direct_portal","DIR2026020353072","https://careers.airbnb.com/jobs/534"
"535","Stripe","Sales Development Representative","San Diego, CA","$75535 - $95535","submitted","direct_portal","DIR2026020323801","https://careers.stripe.com/jobs/535"
"536","Square","Client Relationship Manager","Dallas, TX","$75536 - $95536","submitted","external_automated","EXT2026020363813","https://careers.square.com/jobs/536"
"537","PayPal","Customer Success Specialist","Houston, TX","$75537 - $95537","submitted","external_automated","EXT2026020367974","https://careers.paypal.com/jobs/537"
"538","Shopify","Technical Account Manager","Washington, DC","$75538 - $95538","submitted","external_automated","EXT2026020370649","https://careers.shopify.com/jobs/538"
"539","Salesforce","Implementation Success Manager","Philadelphia, PA","$75539 - $95539","submitted","direct_portal","DIR2026020336225","https://careers.salesforce.com/jobs/539"
"540","HubSpot","Customer Success Manager","Remote, US","$75540 - $95540","external_manual","external_manual","","https://careers.hubspot.com/jobs/540"
"541","Zoom","Senior Customer Success Manager","Atlanta, GA","$75541 - $95541","submitted","external_automated","EXT2026020386177","https://careers.zoom.com/jobs/541"
"542","Slack","Account Manager","Austin, TX","$75542 - $95542","external_manual","external_manual","","https://careers.slack.com/jobs/542"
"543","Atlassian","Senior Account Manager","Boston, MA","$75543 - $95543","submitted","direct_portal","DIR2026020317779","https://careers.atlassian.com/jobs/543"
"544","Zendesk","Strategic Account Manager","Chicago, IL","$75544 - $95544","submitted","external_automated","EXT2026020324953","https://careers.zendesk.com/jobs/544"
"545","ServiceNow","Client Success Manager","Denver, CO","$75545 - $95545","submitted","external_automated","EXT2026020331179","https://careers.servicenow.com/jobs/545"
"546","Workday","Enterprise Customer Success Manager","Los Angeles, CA","$75546 - $95546","submitted","external_automated","EXT2026020351893","https://careers.workday.com/jobs/546"
"547","Snowflake","Account Executive","New York, NY","$75547 - $95547","submitted","external_automated","EXT2026020365001","https://careers.snowflake.com/jobs/547"
"548","Datadog","Sales Representative","San Francisco, CA","$75548 - $95548","submitted","external_automated","EXT2026020366497","https://careers.datadog.com/jobs/548"
"549","MongoDB","Business Development Representative","Seattle, WA","$75549 - $95549","submitted","external_automated","EXT2026020326548","https://careers.mongodb.com/jobs/549"
"550","Elastic","Sales Development Representative","Miami, FL","$75550 - $95550","submitted","external_automated","EXT2026020347997","https://careers.elastic.com/jobs/550"
"551","Twilio","Client Relationship Manager","Phoenix, AZ","$75551 - $95551","submitted","direct_portal","DIR2026020356935","https://careers.twilio.com/jobs/551"
"552","SendGrid","Customer Success Specialist","Portland, OR","$75552 - $95552","submitted","external_automated","EXT2026020398236","https://careers.sendgrid.com/jobs/552"
"553","Mailchimp","Technical Account Manager","San Diego, CA","$75553 - $95553","submitted","external_automated","EXT2026020372833","https://careers.mailchimp.com/jobs/553"
"554","DocuSign","Implementation Success Manager","Dallas, TX","$75554 - $95554","submitted","external_automated","EXT2026020354265","https://careers.docusign.com/jobs/554"
"555","Dropbox","Customer Success Manager","Houston, TX","$75555 - $95555","submitted","external_automated","EXT2026020396067","https://careers.dropbox.com/jobs/555"
"556","Box","Senior Customer Success Manager","Washington, DC","$75556 - $95556","submitted","external_automated","EXT2026020319078","https://careers.box.com/jobs/556"
"557","Okta","Account Manager","Philadelphia, PA","$75557 - $95557","submitted","external_automated","EXT2026020339415","https://careers.okta.com/jobs/557"
"558","Auth0","Senior Account Manager","Remote, US","$75558 - $95558","submitted","external_automated","EXT2026020322432","https://careers.auth0.com/jobs/558"
"559","Cloudflare","Strategic Account Manager","Atlanta, GA","$75559 - $95559","submitted","external_automated","EXT2026020320790","https://careers.cloudflare.com/jobs/559"
"560","Fastly","Client Success Manager","Austin, TX","$75560 - $95560","external_manual","external_manual","","https://careers.fastly.com/jobs/560"
"561","New Relic","Enterprise Customer Success Manager","Boston, MA","$75561 - $95561","submitted","direct_portal","DIR2026020374623","https://careers.newrelic.com/jobs/561"
"562","GitLab","Account Executive","Chicago, IL","$75562 - $95562","external_manual","external_manual","","https://careers.gitlab.com/jobs/562"
"563","GitHub","Sales Representative","Denver, CO","$75563 - $95563","submitted","direct_portal","DIR2026020324446","https://careers.github.com/jobs/563"
"564","Jira","Business Development Representative","Los Angeles, CA","$75564 - $95564","submitted","external_automated","EXT2026020388992","https://careers.jira.com/jobs/564"
"565","Confluence","Sales Development Representative","New York, NY","$75565 - $95565","submitted","external_automated","EXT2026020365827","https://careers.confluence.com/jobs/565"
"566","Asana","Client Relationship Manager","San Francisco, CA","$75566 - $95566","submitted","direct_portal","DIR2026020376967","https://careers.asana.com/jobs/566"
"567","Monday","Customer Success Specialist","Seattle, WA","$75567 - $95567","submitted","external_automated","EXT2026020375411","https://careers.monday.com/jobs/567"
"568","Notion","Technical Account Manager","Miami, FL","$75568 - $95568","external_manual","external_manual","","https://careers.notion.com/jobs/568"
"569","Airtable","Implementation Success Manager","Phoenix, AZ","$75569 - $95569","submitted","external_automated","EXT2026020360451","https://careers.airtable.com/jobs/569"
"570","Figma","Customer Success Manager","Portland, OR","$75570 - $95570","submitted","external_automated","EXT2026020390860","https://careers.figma.com/jobs/570"
"571","Miro","Senior Customer Success Manager","San Diego, CA","$75571 - $95571","external_manual","external_manual","","https://careers.miro.com/jobs/571"
"572","Canva","Account Manager","Dallas, TX","$75572 - $95572","external_manual","external_manual","","https://careers.canva.com/jobs/572"
"573","Adobe","Senior Account Manager","Houston, TX","$75573 - $95573","submitted","external_automated","EXT2026020342918","https://careers.adobe.com/jobs/573"
"574","Microsoft","Strategic Account Manager","Washington, DC","$75574 - $95574","submitted","external_automated","EXT2026020328612","https://careers.microsoft.com/jobs/574"
"575","Google","Client Success Manager","Philadelphia, PA","$75575 - $95575","external_manual","external_manual","","https://careers.google.com/jobs/575"
"576","Amazon","Enterprise Customer Success Manager","Remote, US","$75576 - $95576","external_manual","external_manual","","https://careers.amazon.com/jobs/576"
"577","Meta","Account Executive","Atlanta, GA","$75577 - $95577","external_manual","external_manual","","https://careers.meta.com/jobs/577"
"578","Apple","Sales Representative","Austin, TX","$75578 - $95578","submitted","external_automated","EXT2026020396274","https://careers.apple.com/jobs/578"
"579","Netflix","Business Development Representative","Boston, MA","$75579 - $95579","submitted","external_automated","EXT2026020332060","https://careers.netflix.com/jobs/579"
"580","Spotify","Sales Development Representative","Chicago, IL","$75580 - $95580","submitted","direct_portal","DIR2026020364053","https://careers.spotify.com/jobs/580"
"581","Uber","Client Relationship Manager","Denver, CO","$75581 - $95581","submitted","direct_portal","DIR2026020371664","https://careers.uber.com/jobs/581"
"582","Lyft","Customer Success Specialist","Los Angeles, CA","$75582 - $95582","submitted","external_automated","EXT2026020319982","https://careers.lyft.com/jobs/582"
"583","Airbnb","Technical Account Manager","New York, NY","$75583 - $95583","submitted","external_automated","EXT2026020310646","https://careers.airbnb.com/jobs/583"
"584","Stripe","Implementation Success Manager","San Francisco, CA","$75584 - $95584","submitted","external_automated","EXT2026020328731","https://careers.stripe.com/jobs/584"
"585","Square","Customer Success Manager","Seattle, WA","$75585 - $95585","submitted","external_automated","EXT2026020328035","https://careers.square.com/jobs/585"
"586","PayPal","Senior Customer Success Manager","Miami, FL","$75586 - $95586","submitted","external_automated","EXT2026020379874","https://careers.paypal.com/jobs/586"
"587","Shopify","Account Manager","Phoenix, AZ","$75587 - $95587","submitted","direct_portal","DIR2026020337966","https://careers.shopify.com/jobs/587"
"588","Salesforce","Senior Account Manager","Portland, OR","$75588 - $95588","external_manual","external_manual","","https://careers.salesforce.com/jobs/588"
"589","HubSpot","Strategic Account Manager","San Diego, CA","$75589 - $95589","submitted","external_automated","EXT2026020342995","https://careers.hubspot.com/jobs/589"
"590","Zoom","Client Success Manager","Dallas, TX","$75590 - $95590","submitted","external_automated","EXT2026020345227","https://careers.zoom.com/jobs/590"
"591","Slack","Enterprise Customer Success Manager","Houston, TX","$75591 - $95591","submitted","external_automated","EXT2026020385420","https://careers.slack.com/jobs/591"
"592","Atlassian","Account Executive","Washington, DC","$75592 - $95592","submitted","direct_portal","DIR2026020324985","https://careers.atlassian.com/jobs/592"
"593","Zendesk","Sales Representative","Philadelphia, PA","$75593 - $95593","external_manual","external_manual","","https://careers.zendesk.com/jobs/593"
"594","ServiceNow","Business Development Representative","Remote, US","$75594 - $95594","submitted","external_automated","EXT2026020386834","https://careers.servicenow.com/jobs/594"
"595","Workday","Sales Development Representative","Atlanta, GA","$75595 - $95595","external_manual","external_manual","","https://careers.workday.com/jobs/595"
"596","Snowflake","Client Relationship Manager","Austin, TX","$75596 - $95596","submitted","direct_portal","DIR2026020320704","https://careers.snowflake.com/jobs/596"
"597","Datadog","Customer Success Specialist","Boston, MA","$75597 - $95597","submitted","external_automated","EXT2026020377477","https://careers.datadog.com/jobs/597"
"598","MongoDB","Technical Account Manager","Chicago, IL","$75598 - $95598","submitted","external_automated","EXT2026020314820","https://careers.mongodb.com/jobs/598"
"599","Elastic","Implementation Success Manager","Denver, CO","$75599 - $95599","submitted","direct_portal","DIR2026020333379","https://careers.elastic.com/jobs/599"
"600","Twilio","Customer Success Manager","Los Angeles, CA","$75600 - $95600","external_manual","external_manual","","https://careers.twilio.com/jobs/600"
"601","SendGrid","Senior Customer Success Manager","New York, NY","$75601 - $95601","submitted","external_automated","EXT2026020366774","https://careers.sendgrid.com/jobs/601"
"602","Mailchimp","Account Manager","San Francisco, CA","$75602 - $95602","submitted","direct_portal","DIR2026020318084","https://careers.mailchimp.com/jobs/602"
"603","DocuSign","Senior Account Manager","Seattle, WA","$75603 - $95603","submitted","external_automated","EXT2026020342793","https://careers.docusign.com/jobs/603"
"604","Dropbox","Strategic Account Manager","Miami, FL","$75604 - $95604","submitted","external_automated","EXT2026020329937","https://careers.dropbox.com/jobs/604"
"605","Box","Client Success Manager","Phoenix, AZ","$75605 - $95605","submitted","direct_portal","DIR2026020355088","https://careers.box.com/jobs/605"
"606","Okta","Enterprise Customer Success Manager","Portland, OR","$75606 - $95606","external_manual","external_manual","","https://careers.okta.com/jobs/606"
"607","Auth0","Account Executive","San Diego, CA","$75607 - $95607","submitted","external_automated","EXT2026020368647","https://careers.auth0.com/jobs/607"
